"par_1","par_2","par_3","par_4","par_5","par_6","par_7","par_8","par_9","par_10","par_11","par_12","par_13","par_14","par_15","par_16","par_17","par_18","par_19","par_20","par_21","par_22","par_23","par_24","par_25","par_26","par_27","par_28","par_mean","para_cont","para_exp","para_nl","con_1","con_2","con_3","con_4","con_5","con_mean","cred_1","cred_2","cred_3","cred_4","cred_5","cred_6","cred_mean","creds_cont","rel_spi","rel_cont","rel_group","rel_group_text","age","gender","education","urban","ses","mis","weight"
2,3,3,1,2,2,4,1,1,2,3,1,2,1,1,2,4,1,2,1,1,3,2,2,1,1,1,2,1.85714285714286,40,1,71,3,4,2,1,4,2.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",30,8,"geen",79,"Vrouw",3,"big cities",6,FALSE,1.08484946026202
4,5,2,4,3,2,4,3,4,4,2,3,2,2,4,1,4,3,3,3,2,1,3,2,3,3,2,4,2.92857142857143,94,3,53,5,4,2,5,2,3.6,1,1,1,1,1,1,1,35,"religious-spiritual",53,5,"",45,"Vrouw",7,"big cities",7,FALSE,0.386738447943889
2,4,2,3,3,1,4,3,3,2,3,3,3,4,3,1,2,2,3,1,1,1,2,1,3,4,3,1,2.42857142857143,50,4,60,3,2,1,1,1,1.6,1,2,2,1,2,4,2,50,"not-religious-not-spiritual",0,NA,"",61,"Man",6,"other",7,FALSE,0.597787753805907
2,4,2,4,3,1,2,1,1,1,3,1,4,2,1,1,2,1,2,3,2,1,1,1,1,1,1,1,1.78571428571429,50,3,30,2,3,2,2,2,2.2,1,1,1,1,1,1,1,50,"not-religious-not-spiritual",30,1,"",47,"Man",5,"other",7,FALSE,1.37633845794469
3,3,4,4,4,3,4,3,4,3,3,2,4,3,3,2,3,4,3,4,4,2,4,4,3,4,3,3,3.32142857142857,42,1,53,3,4,3,3,3,3.2,1,1,1,1,3,1,1.33333333333333,19,"not-religious-not-spiritual",62,1,"",76,"Vrouw",5,"other",3,FALSE,0.557912444984034
1,1,1,1,3,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1.32142857142857,0,2,30,3,3,2,1,3,2.4,1,1,1,1,1,1,1,0,"religious-spiritual",93,2,"",73,"Vrouw",7,"other",8,FALSE,0.463056832925149
5,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,4,1,1,1,1,1,4,1,1,1,5,1.67857142857143,15,1,5,5,3,1,3,4,3.2,1,1,1,1,1,1,1,15,"religious-spiritual",100,8,"Baptistengemeenschap",74,"Man",7,"other",8,FALSE,0.462140257858198
5,5,4,5,3,3,4,3,2,5,5,4,4,3,3,2,4,2,4,2,2,1,4,3,5,3,3,2,3.39285714285714,84,4,46,5,5,5,3,4,4.4,5,4,4,5,5,3,4.33333333333333,40,"not-religious-spiritual",0,NA,"",59,"Vrouw",6,"other",4,FALSE,0.406927174111781
5,3,3,4,4,2,4,2,4,4,4,4,4,5,4,2,2,5,4,2,2,3,3,3,3,1,3,3,3.28571428571429,59,4,56,5,5,2,2,5,3.8,1,1,1,1,3,2,1.5,55,"not-religious-not-spiritual",0,NA,"",55,"Vrouw",8,"big cities",9,FALSE,0.477602842976095
4,3,2,3,2,2,4,1,2,1,2,1,1,1,4,1,3,1,4,2,1,1,4,3,2,4,2,1,2.21428571428571,51,1,67,3,1,2,2,1,1.8,1,1,1,1,1,1,1,22,"not-religious-not-spiritual",38,2,"",23,"Vrouw",5,"other",7,FALSE,2.10246181302115
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19,2,2,1,1,1,1.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",70,"Vrouw",6,"other",8,FALSE,0.184824648250623
1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1.25,0,1,20,4,5,4,5,1,3.8,1,2,1,1,1,1,1.16666666666667,0,"religious-not-spiritual",80,1,"",74,"Man",6,"other",7,FALSE,0.170193616014324
3,4,3,3,4,3,3,1,4,3,2,1,4,3,3,2,3,2,2,1,1,1,3,2,4,3,3,4,2.67857142857143,52,1,40,2,1,1,2,1,1.4,1,1,1,1,1,1,1,20,"not-religious-spiritual",51,2,"",59,"Man",7,"other",7,FALSE,0.493552351160549
2,3,2,2,2,2,3,2,2,3,3,3,3,2,2,1,2,2,3,2,1,1,2,1,3,2,2,2,2.14285714285714,11,1,25,2,2,2,1,2,1.8,1,1,1,1,1,1,1,6,"religious-spiritual",80,2,"",63,"Vrouw",7,"other",7,FALSE,0.450057117041277
3,2,2,2,3,4,2,4,2,3,4,3,2,3,3,1,1,1,2,2,2,2,2,2,4,2,3,2,2.42857142857143,51,3,40,4,4,4,3,3,3.6,1,1,1,1,1,1,1,22,"not-religious-spiritual",0,NA,"",73,"Man",3,"other",7,FALSE,0.239801919862085
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,40,2,2,1,1,2,1.6,1,1,1,1,1,1,1,18,"religious-not-spiritual",20,2,"",26,"Vrouw",7,"big cities",7,FALSE,1.09904963258243
1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14285714285714,0,1,10,4,4,2,2,4,3.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",80,"Man",7,"other",9,FALSE,0.563036684604071
1,1,3,1,2,2,2,2,3,2,3,3,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1.71428571428571,55,1,68,3,2,2,1,1,1.8,1,1,1,1,1,1,1,64,"religious-not-spiritual",10,1,"",61,"Man",7,"other",7,FALSE,0.558105395932298
1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,0,1,30,1,1,1,2,1,1.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",9,2,"",54,"Vrouw",8,"big cities",9,FALSE,0.136976509760031
4,4,2,5,4,5,4,4,5,5,4,4,5,4,5,1,4,5,5,4,5,5,4,5,4,5,4,3,4.21428571428571,71,3,57,5,2,4,3,4,3.6,1,2,1,2,1,4,1.83333333333333,8,"not-religious-not-spiritual",11,4,"",68,"Man",5,"big cities",7,FALSE,0.364065132009047
2,2,1,3,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,3,1,4,1.5,20,1,30,3,3,1,1,1,1.8,1,2,1,1,2,1,1.33333333333333,25,"religious-spiritual",80,3,"",19,"Man",6,"other",8,FALSE,5.49970135843963
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,34,1,2,1,1,1,1.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",81,"Man",6,"other",7,FALSE,0.242483889963545
3,1,1,2,2,2,2,3,2,1,3,4,2,1,3,1,3,1,2,1,1,1,2,2,4,2,2,3,2.03571428571429,1,1,24,3,5,4,2,4,3.6,1,1,1,1,1,1,1,0,"not-religious-spiritual",20,2,"",24,"Man",6,NA,6,TRUE,NA
2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2.60714285714286,49,1,7,5,4,4,3,3,3.8,1,1,1,1,1,1,1,4,"not-religious-not-spiritual",5,8,"Geen",68,"Vrouw",4,"other",6,FALSE,3.25895693126066
3,1,1,1,4,3,3,4,3,2,3,3,5,1,3,1,2,1,3,1,1,1,4,1,4,2,1,1,2.25,50,3,70,5,4,3,3,4,3.8,1,1,1,1,1,1,1,20,"not-religious-spiritual",0,NA,"",74,"Man",8,"other",8,FALSE,1.07547561615519
3,4,3,3,2,2,2,1,1,4,2,1,3,1,2,3,3,2,1,1,1,1,3,3,3,2,2,5,2.28571428571429,60,1,75,4,2,2,2,2,2.4,1,1,1,1,3,2,1.5,68,"not-religious-spiritual",72,8,"Christengemeenschap",62,"Man",8,"big cities",10,FALSE,0.462812441347745
5,5,4,5,5,3,5,5,3,5,2,1,5,2,2,2,5,2,2,2,2,1,4,1,5,5,4,3,3.39285714285714,100,5,46,4,1,4,2,2,2.6,3,1,3,3,3,3,2.66666666666667,85,"not-religious-spiritual",0,NA,"",28,"Vrouw",6,"other",7,FALSE,1.18226653517433
1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1.28571428571429,20,1,40,4,4,3,4,4,3.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",71,"Vrouw",4,"big cities",6,FALSE,2.01091993173251
2,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.21428571428571,5,1,31,2,2,2,2,2,2,1,1,1,1,2,1,1.16666666666667,10,"not-religious-not-spiritual",0,NA,"",61,"Vrouw",7,"other",7,FALSE,0.247447625957991
4,3,2,2,1,1,3,2,3,2,4,3,1,1,4,1,3,1,1,2,1,1,3,1,3,1,1,3,2.07142857142857,3,2,52,4,5,5,4,4,4.4,2,1,1,2,1,3,1.66666666666667,4,"religious-not-spiritual",40,1,"",53,"Vrouw",7,"other",5,FALSE,0.552396174021248
4,3,4,4,4,5,4,3,4,4,4,3,4,4,4,4,4,4,3,4,2,3,4,4,4,5,4,4,3.82142857142857,49,3,17,4,4,4,4,4,4,1,1,1,1,1,1,1,13,"not-religious-spiritual",12,1,"",58,"Man",6,"other",8,FALSE,0.379598790302456
4,5,5,3,5,4,5,5,5,4,3,1,4,2,4,1,4,3,3,2,2,1,4,3,5,1,2,4,3.35714285714286,100,4,40,5,5,3,3,3,3.8,1,1,1,1,3,3,1.66666666666667,1,"religious-spiritual",71,1,"",69,"Vrouw",6,"big cities",8,FALSE,0.338107377945387
5,2,2,1,3,2,4,2,4,3,3,1,3,1,4,1,2,1,1,1,1,1,3,1,2,1,1,3,2.10714285714286,20,3,31,3,1,1,1,2,1.6,1,1,1,1,4,1,1.5,7,"not-religious-spiritual",0,NA,"",21,"Vrouw",6,"big cities",6,FALSE,0.556059828608088
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,20,3,2,4,1,2,2.4,1,1,1,1,2,1,1.16666666666667,0,"not-religious-not-spiritual",0,NA,"",32,"Vrouw",8,"other",7,FALSE,2.36472649494838
3,1,1,3,3,1,3,1,2,2,3,2,5,3,3,1,1,5,3,1,1,1,1,5,5,1,2,4,2.39285714285714,59,1,50,4,2,2,2,2,2.4,1,1,1,1,1,1,1,43,"religious-spiritual",95,3,"",68,"Man",7,"other",8,FALSE,0.335905365858093
2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,5,1,30,3,2,2,2,2,2.2,1,1,1,1,3,2,1.5,17,"not-religious-not-spiritual",0,NA,"",66,"Vrouw",8,"other",8,FALSE,0.303571947289879
3,4,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,2,2,3,3,2,3,2.75,58,3,28,4,3,3,3,3,3.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",58,"Vrouw",6,"big cities",6,FALSE,0.449648550062479
1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,1,1,40,2,3,1,2,2,2,1,1,1,1,1,1,1,70,"not-religious-not-spiritual",0,NA,"",30,"Man",6,"other",7,FALSE,10.2129927555363
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,30,3,3,2,2,2,2.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",20,"Man",6,"other",4,FALSE,10.2129927555363
2,1,1,2,3,1,3,1,2,4,4,1,4,1,2,1,2,1,1,1,1,1,2,1,3,1,1,4,1.85714285714286,0,1,20,2,3,3,2,1,2.2,1,1,1,1,1,1,1,0,"religious-not-spiritual",70,8,"Doopsgezinde gemeente",71,"Man",7,"other",7,FALSE,1.50147477518635
3,4,3,3,4,3,4,4,4,3,3,3,3,4,3,2,4,3,2,2,2,2,4,3,3,3,3,3,3.10714285714286,81,2,60,4,3,3,3,4,3.4,1,2,3,2,2,2,2,20,"not-religious-spiritual",0,NA,"",83,"Man",4,"big cities",7,FALSE,0.290197322051987
3,2,2,2,3,3,3,2,2,3,2,2,4,1,3,1,3,2,2,2,2,2,3,2,3,1,2,2,2.28571428571429,50,3,40,4,3,2,2,3,2.8,1,1,1,1,2,2,1.33333333333333,40,"religious-not-spiritual",80,1,"",65,"Vrouw",7,"other",8,FALSE,0.524112214329011
2,4,3,1,3,3,3,2,2,3,4,1,4,2,2,1,2,1,1,2,1,1,3,1,3,1,2,2,2.14285714285714,80,3,51,5,2,2,2,2,2.6,1,1,1,1,3,2,1.5,80,"not-religious-not-spiritual",20,1,"",60,"Vrouw",5,"other",7,FALSE,0.848361285681176
3,2,1,2,1,1,3,2,3,3,1,1,2,4,3,1,2,2,3,1,1,1,3,1,3,2,1,1,1.92857142857143,1,1,10,5,5,5,5,4,4.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",1,8,"Atheïsme",61,"Man",6,"other",8,FALSE,0.485388742134031
1,1,1,1,3,1,1,1,3,1,3,1,3,2,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1.5,19,1,50,2,2,1,1,1,1.4,1,1,1,1,1,2,1.16666666666667,20,"not-religious-spiritual",50,2,"",60,"Vrouw",7,"other",6,FALSE,0.218994904085193
4,3,1,3,5,1,4,4,3,5,3,2,5,1,3,1,3,1,1,1,1,1,3,2,2,3,3,5,2.64285714285714,80,4,40,4,5,3,3,4,3.8,3,1,1,3,3,3,2.33333333333333,50,"religious-spiritual",62,1,"",71,"Man",7,"other",9,FALSE,0.231076390097687
4,3,3,3,3,3,3,4,3,2,3,4,2,3,4,2,3,2,1,3,3,5,3,1,3,3,2,4,2.92857142857143,50,2,20,4,5,4,4,3,4,1,1,1,1,1,1,1,0,"not-religious-spiritual",85,1,"",60,"Vrouw",8,"other",8,FALSE,1.90099454693502
2,2,2,2,4,2,3,2,2,3,3,2,3,3,2,1,2,1,2,1,1,1,2,1,4,2,1,2,2.07142857142857,30,1,40,2,1,1,2,2,1.6,1,1,1,1,1,1,1,17,"religious-not-spiritual",70,1,"",72,"Man",7,"other",8,FALSE,0.571511890430029
3,2,2,2,3,2,4,2,2,4,4,1,3,2,4,1,3,3,1,1,2,1,2,2,2,2,1,3,2.28571428571429,31,2,49,4,4,3,4,3,3.6,1,1,1,1,1,1,1,4,"not-religious-not-spiritual",18,2,"",73,"Vrouw",3,"big cities",6,FALSE,0.478729787159231
4,4,4,2,3,2,3,2,3,3,4,1,4,2,5,1,2,4,3,2,2,3,4,2,1,3,1,1,2.67857142857143,60,3,44,3,5,1,1,1,2.2,1,1,1,1,1,3,1.33333333333333,35,"not-religious-not-spiritual",38,1,"",71,"Man",5,"other",8,FALSE,0.453145043075267
1,3,3,1,2,2,4,4,2,2,4,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1.78571428571429,10,3,50,2,3,1,2,1,1.8,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",56,"Man",8,"big cities",8,FALSE,0.133512736264659
5,4,5,1,1,5,5,1,5,5,2,3,4,1,3,1,3,1,1,1,1,1,1,5,1,3,5,5,2.82142857142857,77,3,49,5,5,5,5,5,5,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",74,"Man",3,"other",4,FALSE,0.520967022093964
2,1,1,1,3,1,3,2,4,5,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.60714285714286,40,4,71,5,4,3,3,3,3.6,2,1,1,1,1,1,1.16666666666667,30,"not-religious-spiritual",22,8,"Niet een.",74,"Vrouw",7,"other",8,FALSE,0.42654023196493
1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,12,5,5,3,1,3,3.4,1,1,1,1,1,1,1,0,"religious-not-spiritual",73,2,"",78,"Man",5,"other",6,FALSE,0.455816438684534
2,3,1,3,2,2,2,2,1,3,2,2,2,2,2,1,2,2,2,1,1,1,1,3,4,1,2,3,1.96428571428571,15,1,41,1,1,1,1,2,1.2,1,2,2,1,1,1,1.33333333333333,34,"not-religious-spiritual",9,1,"",67,"Vrouw",7,"other",8,FALSE,0.160391849943303
1,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1.25,1,1,10,1,2,1,1,1,1.2,1,1,1,2,1,1,1.16666666666667,1,"not-religious-not-spiritual",20,2,"",21,"Man",6,"other",8,FALSE,1.16510314965733
4,5,3,2,2,2,3,2,3,3,2,4,2,3,4,1,2,4,3,2,2,1,4,3,4,3,2,2,2.75,67,1,21,3,4,2,2,3,2.8,1,3,5,2,5,2,3,98,"not-religious-not-spiritual",0,NA,"",68,"Man",5,"other",8,FALSE,0.389903059056831
2,2,3,2,3,2,2,2,2,2,2,3,2,1,1,1,2,2,3,2,1,2,2,2,2,2,3,2,2.03571428571429,11,1,25,4,4,2,3,4,3.4,1,1,1,1,1,1,1,1,"religious-not-spiritual",69,2,"",63,"Man",6,"other",7,FALSE,0.388601219379499
2,3,3,1,3,1,3,1,1,3,2,3,4,1,3,1,3,4,3,3,1,2,2,5,1,1,3,3,2.35714285714286,10,1,30,5,4,2,3,4,3.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",56,"Vrouw",4,"other",3,FALSE,1.10655201512587
1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,10,2,2,2,2,2,2,1,1,1,1,1,1,1,0,"religious-not-spiritual",40,1,"",67,"Vrouw",6,"other",6,FALSE,0.469850968986246
1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,8,1,7,3,3,2,1,1,2,1,1,1,1,1,1,1,8,"religious-not-spiritual",49,1,"",87,"Man",3,"other",7,FALSE,0.496652877276831
1,1,1,2,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.25,7,1,20,3,2,2,2,1,2,1,1,1,1,1,1,1,7,"not-religious-not-spiritual",0,NA,"",67,"Vrouw",8,"other",8,FALSE,0.370328922518458
5,5,3,5,5,3,4,2,4,5,3,3,5,3,2,2,4,4,2,2,1,1,4,3,1,4,5,5,3.39285714285714,75,3,37,2,2,1,1,1,1.4,1,1,1,1,1,1,1,4,"not-religious-not-spiritual",2,7,"",49,"Vrouw",4,"other",3,FALSE,1.98061723127034
3,3,4,2,2,2,3,4,1,3,3,3,2,2,5,2,3,2,2,2,1,1,3,1,2,1,2,3,2.39285714285714,20,1,35,1,2,2,1,2,1.6,1,2,1,2,2,1,1.5,25,"not-religious-spiritual",0,NA,"",26,"Vrouw",6,"other",6,FALSE,1.87623867793343
1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,9,1,15,3,3,1,2,1,2,1,1,3,1,1,2,1.5,8,"not-religious-not-spiritual",5,1,"",78,"Man",7,"other",7,FALSE,0.518407769118764
4,3,3,4,2,2,3,3,2,2,1,3,1,1,5,1,2,2,4,3,2,1,2,1,1,4,5,3,2.5,73,3,59,4,5,2,2,4,3.4,1,1,1,3,2,1,1.5,25,"not-religious-spiritual",12,8,"Wicca/hekserij",32,"Man",6,"other",5,FALSE,1.2485610999524
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,40,1,2,1,1,1,1.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",38,"Man",8,"other",8,FALSE,0.751711455680832
3,2,3,2,1,2,1,3,1,1,2,1,2,1,3,1,3,1,2,1,1,1,2,1,1,2,1,1,1.64285714285714,5,1,35,4,2,3,4,4,3.4,1,1,1,2,1,1,1.16666666666667,5,"not-religious-not-spiritual",0,NA,"",27,"Vrouw",8,"other",7,FALSE,3.2128039828661
1,1,1,3,3,1,5,1,2,3,2,3,1,3,3,1,2,1,1,1,1,1,1,1,3,1,1,3,1.82142857142857,50,3,20,3,3,2,3,4,3,1,1,1,1,3,1,1.33333333333333,50,"not-religious-not-spiritual",20,2,"",70,"Man",5,"other",6,TRUE,0.498876522172728
4,4,4,1,4,3,3,2,3,3,4,1,4,2,4,1,3,3,3,2,2,1,3,3,4,2,4,3,2.85714285714286,60,3,40,4,3,2,2,3,2.8,1,1,1,1,1,2,1.16666666666667,15,"religious-spiritual",60,1,"",65,"Vrouw",5,"other",6,FALSE,NA
3,1,1,1,3,1,3,3,1,3,3,3,3,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1.78571428571429,10,3,20,4,4,1,1,1,2.2,1,1,1,1,1,1,1,10,"not-religious-not-spiritual",20,1,"",54,"Man",8,"big cities",6,FALSE,0.113972349295646
2,4,1,2,1,1,3,2,4,2,3,3,1,1,2,1,2,1,2,1,1,1,1,4,2,1,1,1,1.82142857142857,22,1,35,5,5,5,5,5,5,1,1,1,1,3,1,1.33333333333333,12,"not-religious-not-spiritual",0,NA,"",36,"Vrouw",8,"other",6,FALSE,1.28234914687506
1,2,1,1,1,1,2,3,3,1,3,1,5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.5,0,1,15,5,5,1,1,3,3,1,1,1,1,1,1,1,0,"religious-not-spiritual",50,1,"",63,"Man",5,"other",7,FALSE,0.767060050859134
2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,0,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"religious-spiritual",39,2,"",43,"Vrouw",4,"other",7,FALSE,6.75696203198357
1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,51,4,4,3,1,4,3.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",56,"Vrouw",5,"other",6,FALSE,0.519859634843302
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,8,3,3,3,2,2,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",54,"Man",4,"big cities",4,FALSE,0.809584055411605
1,2,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,4,1,2,4,1.5,2,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"religious-spiritual",99,1,"",63,"Man",8,"other",9,FALSE,0.403874407077653
3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.21428571428571,0,1,30,4,5,4,2,3,3.6,1,1,1,1,1,1,1,0,"religious-not-spiritual",15,2,"",45,"Vrouw",3,"other",5,FALSE,5.73967352077776
2,2,2,2,2,2,1,3,1,2,4,2,2,2,3,1,1,2,2,2,2,1,1,2,2,2,2,2,1.92857142857143,10,2,40,4,4,4,4,4,4,1,1,1,1,1,2,1.16666666666667,30,"not-religious-not-spiritual",0,NA,"",53,"Man",7,"other",9,FALSE,0.351712988025844
2,4,2,4,2,3,4,2,3,3,2,4,4,4,2,2,3,3,3,2,2,2,4,2,2,4,3,2,2.82142857142857,70,3,50,5,5,5,5,5,5,2,1,1,1,1,1,1.16666666666667,50,"not-religious-not-spiritual",0,NA,"",62,"Man",5,"other",6,FALSE,0.280395820127209
2,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.21428571428571,1,1,50,3,3,1,2,1,2,1,1,1,1,1,1,1,48,"not-religious-not-spiritual",2,1,"",60,"Man",8,"other",8,FALSE,0.271595886912036
3,1,1,2,1,1,2,1,1,1,4,3,1,1,4,1,3,1,1,1,1,1,2,1,4,1,1,2,1.67857142857143,10,2,23,5,4,2,3,3,3.4,1,1,1,1,2,1,1.16666666666667,40,"not-religious-spiritual",0,NA,"",29,"Man",6,"other",5,FALSE,5.15671521687802
3,2,3,3,2,2,3,4,2,3,4,2,3,2,2,2,3,1,2,2,1,2,3,1,3,2,2,2,2.35714285714286,14,1,27,3,2,2,1,2,2,1,1,1,1,1,1,1,32,"not-religious-not-spiritual",0,NA,"",32,"Vrouw",5,"other",8,FALSE,1.80641735476537
1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1.25,0,1,30,2,1,1,1,1,1.2,1,1,1,1,1,1,1,5,"not-religious-not-spiritual",0,NA,"",22,"Man",7,"big cities",8,FALSE,0.446118814681773
1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.17857142857143,1,1,11,3,3,2,2,3,2.6,1,1,1,1,1,1,1,1,"not-religious-not-spiritual",0,NA,"",68,"Vrouw",4,"other",4,FALSE,0.573887255951956
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,5,1,8,5,5,5,3,3,4.2,1,1,1,1,NA,1,1,5,"not-religious-spiritual",0,NA,"",67,"Man",6,"other",8,FALSE,0.561678307602079
4,4,4,4,5,4,4,3,4,4,4,3,5,3,4,2,2,2,2,3,3,2,2,3,4,3,3,4,3.35714285714286,63,3,43,5,5,5,3,3,4.2,5,5,3,5,5,4,4.5,100,"not-religious-spiritual",0,NA,"",61,"Vrouw",5,"other",6,FALSE,0.424264573619915
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,20,5,5,4,3,3,4,1,1,1,1,1,1,1,0,"religious-not-spiritual",83,2,"",73,"Vrouw",5,"big cities",8,FALSE,0.867100055759347
3,2,2,4,5,3,4,1,2,3,3,1,3,2,2,1,1,2,2,1,1,1,3,3,3,4,2,3,2.39285714285714,51,3,41,4,3,1,1,2,2.2,1,1,1,1,1,1,1,20,"religious-spiritual",75,2,"",78,"Vrouw",7,"other",7,FALSE,0.682996038813861
1,1,1,1,3,1,1,1,1,1,2,1,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1.32142857142857,10,1,10,3,3,1,1,3,2.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",81,"Man",3,"other",7,FALSE,0.346221612998485
3,5,3,4,3,2,4,4,3,3,3,1,4,4,3,1,4,5,4,3,4,3,5,5,5,5,4,5,3.64285714285714,91,2,40,5,5,4,4,5,4.6,1,1,1,1,2,1,1.16666666666667,50,"religious-not-spiritual",100,1,"",64,"Vrouw",6,"big cities",6,FALSE,1.37973398146012
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,0,1,13,2,2,1,1,1,1.4,1,2,2,1,3,3,2,51,"not-religious-not-spiritual",0,NA,"",65,"Man",8,"other",8,FALSE,0.0918566526372861
4,5,4,5,4,4,4,4,5,1,4,2,NA,5,4,3,4,3,5,5,4,3,4,5,5,4,5,5,4.07407407407407,82,1,71,5,5,3,3,5,4.2,3,4,4,2,5,5,3.83333333333333,82,"religious-spiritual",50,1,"",75,"Vrouw",4,"other",7,TRUE,6.4341509249106
