"par_1","par_2","par_3","par_4","par_5","par_6","par_7","par_8","par_9","par_10","par_11","par_12","par_13","par_14","par_15","par_16","par_17","par_18","par_19","par_20","par_21","par_22","par_23","par_24","par_25","par_26","par_27","par_28","par_mean","para_cont","para_exp","para_nl","con_1","con_2","con_3","con_4","con_5","con_mean","cred_1","cred_2","cred_3","cred_4","cred_5","cred_6","cred_mean","creds_cont","rel_spi","rel_cont","rel_group","rel_group_text","age","gender","education","urban","ses","mis","weight"
4,4,3,4,3,2,4,2,3,4,4,1,4,2,4,1,3,3,4,1,1,1,4,2,5,4,2,4,2.96428571428571,72,3,51,3,4,3,2,2,2.8,1,1,1,1,1,2,1.16666666666667,0,"not-religious-spiritual",0,NA,"",44,"Man",5,"big cities",7,FALSE,0.723309558897143
2,2,2,2,1,2,2,2,2,2,3,3,2,2,3,1,2,4,1,1,1,1,2,1,2,1,1,1,1.82142857142857,29,1,40,4,4,3,2,3,3.2,1,1,1,1,1,3,1.33333333333333,19,"not-religious-not-spiritual",0,NA,"",41,"Vrouw",6,"other",8,FALSE,0.797308104366633
2,2,3,2,2,2,3,3,3,2,2,2,4,3,3,1,2,2,2,1,2,1,2,1,3,2,1,2,2.14285714285714,32,3,42,3,4,5,2,4,3.6,1,1,1,1,3,1,1.33333333333333,17,"not-religious-not-spiritual",6,8,"Gewoon de mens",61,"Man",5,"other",8,FALSE,0.91777273986977
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,40,2,3,2,1,1,1.8,1,1,1,1,3,1,1.33333333333333,61,"not-religious-not-spiritual",0,NA,"",72,"Man",7,"other",9,FALSE,0.48515531811212
2,3,2,2,1,1,3,2,3,2,2,2,3,3,2,1,2,2,2,1,1,1,3,2,2,2,2,2,2,20,1,30,4,3,4,3,3,3.4,1,1,1,1,2,1,1.16666666666667,10,"not-religious-not-spiritual",8,1,"",55,"Man",5,"other",7,FALSE,0.576500805729101
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1.46428571428571,0,1,50,2,3,2,2,2,2.2,1,1,1,1,1,2,1.16666666666667,0,"not-religious-not-spiritual",0,NA,"",49,"Vrouw",7,"other",7,FALSE,0.737947750515625
2,2,2,2,2,2,2,2,1,3,3,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1.71428571428571,12,1,41,4,3,1,3,3,2.8,1,1,1,1,1,1,1,4,"not-religious-not-spiritual",0,NA,"",53,"Vrouw",7,"big cities",7,FALSE,0.174959106289776
1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14285714285714,0,1,33,4,4,2,2,1,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",79,"Man",4,"other",6,FALSE,0.852650607368703
1,1,1,1,2,1,2,2,3,2,2,2,3,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1.57142857142857,5,1,40,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",59,"Man",7,"other",8,FALSE,0.690386073124167
3,2,3,1,4,2,3,2,2,4,2,2,3,3,3,1,3,2,2,2,2,1,1,2,5,2,3,3,2.42857142857143,64,3,58,5,5,5,4,5,4.8,1,1,1,1,2,1,1.16666666666667,0,"religious-spiritual",47,1,"",79,"Man",5,"other",7,FALSE,0.301048759180274
1,1,1,1,1,1,1,2,1,2,1,2,2,4,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1.35714285714286,19,1,10,4,2,3,4,2,3,1,1,1,1,1,1,1,11,"religious-not-spiritual",43,8,"Pkn",72,"Man",4,"other",8,FALSE,0.253616082682092
4,1,2,1,3,2,4,2,3,3,4,2,2,2,4,1,1,2,2,2,2,2,2,1,2,1,2,1,2.14285714285714,14,1,42,4,4,3,3,3,3.4,1,1,1,1,1,2,1.16666666666667,10,"not-religious-not-spiritual",5,8,"Geen",41,"Vrouw",6,"big cities",6,FALSE,0.907422199010111
1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,40,3,3,2,1,2,2.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",73,"Man",8,"other",8,FALSE,0.195801439813183
3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,4,3,5,5,3,2,4,3.21428571428571,25,1,50,4,5,4,3,3,3.8,1,1,1,1,1,1,1,50,"not-religious-not-spiritual",20,1,"",73,"Man",3,"other",6,FALSE,0.45816344573295
4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,3,3,4,3,4,4,4,4,3.67857142857143,74,4,50,5,5,4,4,5,4.6,1,1,1,1,3,1,1.33333333333333,27,"not-religious-spiritual",50,2,"",54,"Vrouw",5,"other",5,TRUE,1.00465666281409
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,20,1,2,1,1,1,1.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",49,"Vrouw",6,"other",7,FALSE,1.09084250071593
1,2,2,3,2,1,2,2,2,2,3,3,4,1,1,2,3,3,1,1,1,2,3,2,2,2,2,3,2.07142857142857,4,1,30,3,3,2,1,3,2.4,1,1,1,1,2,1,1.16666666666667,2,"not-religious-spiritual",4,8,"Diverse",60,"Man",8,"other",7,FALSE,4.03289759703151
4,4,3,5,2,2,4,2,3,4,3,4,4,3,3,3,4,4,2,2,2,2,5,4,5,4,4,4,3.39285714285714,97,3,45,5,2,1,1,1,2,1,1,1,1,1,1,1,38,"not-religious-not-spiritual",0,NA,"",48,"Man",7,"other",7,FALSE,0.633721319877139
1,1,1,1,1,1,1,2,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1.28571428571429,0,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"not-religious-not-spiritual",0,NA,"",69,"Man",7,"other",8,FALSE,0.3543751355848
4,5,4,5,4,3,4,4,4,4,3,1,1,3,3,2,5,2,3,2,2,1,5,2,4,3,4,5,3.28571428571429,86,3,74,4,4,2,3,3,3.2,1,1,1,1,2,2,1.33333333333333,8,"not-religious-spiritual",40,2,"",50,"Vrouw",6,"other",6,FALSE,NA
2,2,2,1,2,1,2,1,2,1,1,1,2,1,3,1,1,1,1,2,2,1,1,1,2,1,1,1,1.42857142857143,0,1,48,4,3,2,1,1,2.2,1,1,1,1,1,1,1,15,"religious-not-spiritual",63,3,"",49,"Man",7,"other",8,FALSE,0.917267063526098
2,2,2,2,2,2,2,1,2,2,3,1,2,1,2,1,3,3,2,2,1,1,2,2,3,2,2,2,1.92857142857143,35,3,54,5,4,3,4,4,4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",55,"Vrouw",5,"big cities",7,FALSE,0.224986355477401
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,31,3,3,3,1,1,2.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",65,1,"",39,"Man",7,"big cities",6,FALSE,0.456722219104919
1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.17857142857143,0,1,33,4,3,1,2,2,2.4,2,2,1,1,1,1,1.33333333333333,0,"not-religious-not-spiritual",0,NA,"",67,"Man",3,"other",7,FALSE,0.345892979362657
2,1,2,2,3,2,2,3,2,2,4,2,3,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1.85714285714286,9,1,20,1,2,2,2,1,1.6,1,1,1,2,1,2,1.33333333333333,9,"religious-not-spiritual",20,1,"",69,"Man",7,"other",8,FALSE,0.301058715989003
2,1,3,1,5,2,3,2,2,4,3,1,4,1,2,1,1,2,3,3,2,2,1,3,3,2,2,2,2.25,40,1,85,4,3,4,3,4,3.6,1,1,1,1,1,1,1,10,"not-religious-not-spiritual",0,NA,"",72,"Man",6,"other",7,FALSE,0.242707820384024
2,2,2,2,2,2,1,1,3,3,3,1,3,1,2,1,1,2,2,2,1,1,2,1,3,1,1,2,1.78571428571429,3,1,20,3,4,2,3,1,2.6,1,1,1,1,1,1,1,0,"not-religious-spiritual",14,1,"",66,"Vrouw",7,"other",7,FALSE,2.53100983699284
2,1,1,2,1,1,2,2,2,1,2,1,2,1,3,1,1,1,1,2,1,1,2,2,2,1,2,1,1.5,15,2,30,5,4,2,3,2,3.2,1,2,2,1,3,1,1.66666666666667,15,"not-religious-not-spiritual",28,2,"",77,"Man",7,"other",8,FALSE,0.175058681518862
1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,0,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",57,"Vrouw",3,"other",7,FALSE,1.05258455101551
3,1,1,3,1,1,3,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,5,2,1,1,5,1.71428571428571,70,2,30,5,5,5,5,5,5,1,1,1,1,1,1,1,0,"religious-not-spiritual",90,8,"Christen",63,"Vrouw",5,"other",6,FALSE,2.32582675930646
4,2,3,1,3,1,4,4,3,3,4,4,2,3,3,2,3,1,1,1,1,1,2,1,3,1,1,3,2.32142857142857,50,1,30,2,2,2,2,3,2.2,1,1,1,1,1,1,1,0,"religious-spiritual",90,2,"",44,"Vrouw",7,"other",8,FALSE,0.718422857298525
4,4,4,2,4,3,3,2,4,3,3,1,4,2,3,2,4,2,2,2,2,3,4,1,3,2,2,2,2.75,25,1,45,2,2,1,1,1,1.4,1,1,1,1,1,2,1.16666666666667,0,"not-religious-spiritual",25,8,"Filosofische school",74,"Vrouw",7,"big cities",8,FALSE,0.203691731764394
5,1,1,5,3,1,3,1,1,3,3,1,3,3,1,1,1,5,2,1,1,1,1,5,4,4,2,5,2.42857142857143,70,3,50,4,5,3,3,4,3.8,1,2,3,1,1,1,1.5,50,"religious-spiritual",100,8,"Evangelische gemeente",54,"Vrouw",5,"other",3,FALSE,0.424264573619915
1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,0,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,10,"not-religious-not-spiritual",0,NA,"",49,"Man",8,"other",8,FALSE,4.23684663613288
5,3,2,3,4,1,3,3,3,2,4,5,5,4,5,2,3,4,3,1,1,1,2,1,4,4,1,3,2.92857142857143,50,1,90,4,2,2,2,3,2.6,1,1,1,1,2,1,1.16666666666667,50,"not-religious-spiritual",50,4,"",54,"Man",7,"other",8,FALSE,0.16696712406859
3,2,2,3,1,1,2,3,2,2,1,4,2,1,2,1,3,1,1,1,1,1,3,1,1,2,2,2,1.82142857142857,10,1,41,4,4,3,3,4,3.6,1,1,1,2,1,1,1.16666666666667,10,"religious-not-spiritual",10,1,"",28,"Man",5,"other",5,FALSE,1.29419579919513
1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,15,3,3,1,2,2,2.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",27,"Man",7,"other",7,FALSE,1.90478883798295
1,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1.42857142857143,10,1,30,3,3,1,2,1,2,1,1,1,1,1,1,1,1,"not-religious-not-spiritual",1,4,"",67,"Vrouw",5,"other",7,FALSE,0.567229100911746
3,2,1,1,1,1,2,1,2,2,2,4,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1.5,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-spiritual",40,1,"",59,"Man",6,"other",7,FALSE,0.486116125992166
4,3,1,4,4,3,2,1,2,1,3,1,4,3,1,1,3,1,1,1,1,1,2,4,3,1,1,4,2.17857142857143,50,1,29,3,3,3,2,2,2.6,1,1,1,2,3,1,1.5,18,"religious-not-spiritual",100,2,"",78,"Man",7,"other",7,FALSE,0.443332444661953
1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,30,3,4,3,3,3,3.2,1,1,1,2,2,2,1.5,60,"not-religious-not-spiritual",0,NA,"",32,"Man",8,"big cities",8,FALSE,0.803919478817107
1,3,1,1,1,1,3,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1.5,0,1,51,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",56,"Vrouw",7,"other",8,FALSE,0.420901588724706
2,2,1,1,2,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1.32142857142857,0,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"religious-not-spiritual",81,8,"Doopsgezinden",65,"Man",8,"other",7,FALSE,0.252806828476872
2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.07142857142857,0,1,0,4,4,4,3,3,3.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",60,"Vrouw",5,"other",5,FALSE,0.424264573619915
1,1,1,1,2,1,1,1,2,1,3,1,1,2,2,1,3,1,2,1,2,2,2,1,2,1,1,3,1.53571428571429,20,2,20,2,2,2,2,2,2,1,1,1,1,1,1,1,20,"religious-not-spiritual",20,2,"",75,"Man",6,"other",7,FALSE,0.460637610256737
1,2,2,1,2,2,1,1,1,1,3,1,2,2,2,1,2,1,1,1,1,1,1,1,3,2,1,1,1.46428571428571,15,2,30,2,2,1,1,2,1.6,1,1,1,1,1,2,1.16666666666667,10,"not-religious-not-spiritual",5,7,"",76,"Man",7,"big cities",9,FALSE,0.145411323189257
1,3,1,1,1,3,2,1,2,2,2,1,3,1,3,1,3,2,1,1,1,1,1,1,3,1,1,1,1.60714285714286,10,1,30,5,5,2,3,3,3.6,1,1,1,1,1,2,1.16666666666667,1,"not-religious-spiritual",8,8,"Nlp genoodschap",74,"Man",5,"other",6,FALSE,0.170193616014324
2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.28571428571429,8,1,10,3,2,1,1,2,1.8,1,2,1,1,2,1,1.33333333333333,31,"not-religious-not-spiritual",6,1,"",64,"Man",6,"other",7,FALSE,0.363278668565411
2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1.35714285714286,0,1,27,3,1,2,2,1,1.8,1,1,1,2,3,1,1.5,51,"not-religious-not-spiritual",1,8,"Agnost",49,"Man",8,"other",8,FALSE,0.63310188302599
4,4,3,4,3,4,3,4,3,4,4,2,3,3,2,2,4,3,3,3,2,2,3,2,4,3,3,4,3.14285714285714,50,3,25,5,3,3,4,3,3.6,1,1,1,1,1,1,1,0,"not-religious-spiritual",39,2,"",57,"Vrouw",4,"other",7,FALSE,0.523122140532397
3,3,1,3,3,3,3,4,3,3,3,3,1,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,2.75,0,2,10,4,5,3,3,3,3.6,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",53,"Vrouw",6,"big cities",7,FALSE,0.645042535867462
1,1,1,1,1,3,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.25,0,1,24,4,3,1,1,3,2.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",84,"Man",3,"big cities",7,TRUE,0.290197322051987
4,3,4,3,4,3,4,2,3,2,4,3,4,2,4,1,3,2,3,2,2,1,5,2,3,1,2,5,2.89285714285714,49,3,50,4,4,1,1,1,2.2,1,1,1,1,1,2,1.16666666666667,50,"religious-spiritual",82,2,"",70,"Vrouw",5,"big cities",6,FALSE,0.867100055759347
2,4,1,1,4,1,2,1,1,1,3,1,3,1,1,1,1,3,2,1,1,1,3,1,1,4,1,1,1.71428571428571,11,1,19,4,2,1,3,2,2.4,1,3,2,2,1,2,1.83333333333333,81,"not-religious-not-spiritual",0,NA,"",59,"Man",7,"other",9,FALSE,0.62580827631455
5,2,1,5,3,2,5,5,4,5,5,3,3,3,3,3,3,2,3,1,2,1,3,3,3,4,3,2,3.10714285714286,80,3,40,5,5,4,3,4,4.2,1,1,1,1,2,1,1.16666666666667,70,"not-religious-not-spiritual",0,NA,"",59,"Vrouw",2,"other",1,FALSE,5.64575994580063
3,3,2,2,5,1,3,2,4,2,3,1,3,2,1,1,2,1,1,1,1,1,2,4,1,1,2,5,2.14285714285714,30,3,50,3,3,2,2,1,2.2,1,2,1,1,2,1,1.33333333333333,30,"religious-not-spiritual",70,1,"",72,"Vrouw",7,"other",6,FALSE,0.641147940522879
3,3,4,2,3,2,4,2,4,3,3,1,1,2,3,1,4,1,3,2,2,2,3,2,3,2,1,2,2.42857142857143,71,3,60,5,4,3,3,4,3.8,1,1,1,2,3,4,2,50,"not-religious-spiritual",9,8,"Geen",37,"Vrouw",6,"other",6,FALSE,0.834025060652093
4,2,3,3,4,4,3,2,3,4,3,4,4,3,4,3,3,2,2,4,4,2,2,2,4,3,3,2,3.07142857142857,71,3,70,5,5,5,3,3,4.2,1,1,1,4,2,3,2,50,"not-religious-not-spiritual",10,1,"",79,"Man",6,"big cities",6,FALSE,0.136073078149815
1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,0,2,15,3,5,4,1,3,3.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",59,"Man",3,"other",7,FALSE,1.75475298129967
1,1,1,1,3,1,1,2,1,1,3,1,1,3,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1.35714285714286,0,1,20,5,5,3,3,5,4.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",62,"Man",4,"other",1,TRUE,0.712928587163777
1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14285714285714,0,1,30,4,5,1,2,4,3.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",64,"Man",3,"other",7,FALSE,0.733413157407719
2,3,2,1,4,4,2,3,3,4,2,2,2,1,3,1,3,5,1,3,1,4,5,1,4,4,4,2,2.71428571428571,21,1,22,1,3,2,2,2,2,1,1,1,1,1,1,1,19,"not-religious-not-spiritual",50,8,"Geen",19,"Man",6,"big cities",7,FALSE,9.93107707061253
2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1.21428571428571,0,1,41,2,2,1,2,2,1.8,2,1,1,1,1,3,1.5,19,"not-religious-not-spiritual",0,NA,"",67,"Man",5,"other",6,FALSE,0.242483889963545
1,3,1,1,1,1,3,1,1,2,1,1,4,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1.39285714285714,38,1,51,4,4,1,1,1,2.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",65,"Man",5,"big cities",7,FALSE,0.133238171902779
4,3,1,3,4,2,5,2,2,5,4,2,3,2,3,2,4,3,2,1,1,1,5,1,4,3,2,3,2.75,100,4,70,3,1,1,2,2,1.8,1,1,1,1,1,1,1,40,"not-religious-spiritual",4,7,"",64,"Man",7,"big cities",7,FALSE,0.0917875251232387
3,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,1,3,1.53571428571429,0,1,52,1,3,1,1,1,1.4,3,2,3,1,3,1,2.16666666666667,100,"not-religious-not-spiritual",0,NA,"",59,"Vrouw",4,"other",8,FALSE,NA
1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,50,3,62,2,2,2,2,3,2.2,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",75,"Vrouw",7,"big cities",7,FALSE,0.328318601032484
1,1,3,1,5,3,2,1,3,1,1,1,5,2,2,1,3,1,1,1,1,1,1,1,3,1,1,4,1.85714285714286,35,1,30,5,3,2,2,2,2.8,1,1,1,1,1,1,1,1,"religious-not-spiritual",85,2,"",86,"Man",3,"other",7,FALSE,0.688288641012764
3,2,2,3,2,3,3,1,3,2,2,3,4,2,3,1,1,3,1,1,2,1,2,1,2,1,1,1,2,30,1,5,5,5,5,4,3,4.4,1,1,1,1,3,3,1.66666666666667,50,"not-religious-spiritual",50,2,"",63,"Man",7,"other",7,FALSE,0.437637955654986
3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,4,3,1,3,1,1,3,1,4,1,1,3,2.42857142857143,73,3,50,3,3,1,3,3,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",72,"Man",7,"big cities",8,FALSE,0.145411323189257
2,2,1,2,1,1,2,2,2,2,1,1,3,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1.46428571428571,40,1,30,4,5,3,3,3,3.6,1,3,3,1,1,1,1.66666666666667,8,"religious-not-spiritual",15,1,"",69,"Man",3,"other",6,FALSE,2.2578098093239
4,4,1,5,3,1,5,2,2,4,2,2,1,4,2,2,1,4,3,2,1,1,1,4,5,3,2,4,2.67857142857143,70,3,35,4,5,2,1,2,2.8,1,2,1,1,3,1,1.5,94,"religious-spiritual",71,2,"",30,"Vrouw",5,"other",4,FALSE,3.0211969904372
2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1.21428571428571,5,1,47,3,2,2,3,3,2.6,1,1,1,1,1,1,1,7,"not-religious-not-spiritual",0,NA,"",59,"Vrouw",4,"big cities",5,FALSE,1.06670849949229
2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,0,1,55,2,2,1,2,1,1.6,1,1,1,1,1,1,1,7,"not-religious-not-spiritual",0,NA,"",80,"Man",3,"other",7,FALSE,0.408819644176473
2,1,1,1,1,2,2,2,1,1,3,1,3,1,1,1,1,1,2,2,2,1,1,3,3,1,1,2,1.57142857142857,0,1,35,4,3,2,3,2,2.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",30,2,"",64,"Man",5,"other",5,FALSE,2.12220907709957
2,3,3,1,3,3,2,2,3,3,1,2,3,1,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2.10714285714286,38,2,54,5,3,4,2,2,3.2,1,1,1,1,1,1,1,7,"religious-not-spiritual",81,1,"",68,"Vrouw",4,"other",3,FALSE,1.55405514472433
1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.17857142857143,18,1,50,3,4,4,3,5,3.8,1,1,1,1,1,2,1.16666666666667,19,"not-religious-not-spiritual",40,1,"",72,"Vrouw",4,"other",5,FALSE,1.69321014265374
1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,0,1,50,2,5,3,1,2,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",21,"Man",6,"other",8,FALSE,1.16510314965733
3,2,1,3,2,1,3,1,2,3,3,2,3,3,3,1,3,2,1,2,1,1,3,1,3,2,1,1,2.03571428571429,100,3,81,2,2,1,2,3,2,2,2,1,3,3,2,2.16666666666667,50,"not-religious-not-spiritual",0,NA,"",45,"Man",6,"other",7,FALSE,1.10496854382915
1,1,1,1,1,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.21428571428571,50,2,35,4,5,2,4,3,3.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",71,"Vrouw",4,"other",7,FALSE,2.52802111838147
1,1,1,1,1,1,1,1,1,4,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.21428571428571,0,1,20,4,3,2,2,2,2.6,1,1,1,1,1,2,1.16666666666667,0,"not-religious-not-spiritual",0,NA,"",51,"Vrouw",4,"other",7,FALSE,1.56462142148215
3,1,1,1,3,1,3,3,2,2,3,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1.60714285714286,16,1,22,4,2,1,2,2,2.2,1,1,1,1,1,1,1,18,"religious-not-spiritual",29,2,"",68,"Man",4,"other",8,FALSE,0.345892979362657
3,2,2,2,4,2,2,2,2,2,2,1,2,2,3,1,1,2,1,1,1,1,2,1,3,2,2,1,1.85714285714286,44,1,74,3,3,1,1,1,1.8,1,1,1,1,2,1,1.16666666666667,13,"not-religious-spiritual",8,7,"",71,"Vrouw",7,"big cities",8,FALSE,0.195567179930113
5,1,1,5,1,1,4,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,1,1,5,1.96428571428571,0,1,50,5,5,1,4,4,3.8,1,1,1,1,1,1,1,0,"religious-spiritual",82,3,"",59,"Man",5,"other",7,FALSE,0.240454425620895
4,2,1,4,3,1,4,3,2,4,1,1,3,2,5,1,1,5,2,1,1,1,1,4,4,2,1,5,2.46428571428571,20,1,40,5,2,1,2,3,2.6,1,2,1,1,2,1,1.33333333333333,20,"religious-spiritual",90,2,"",38,"Man",5,"other",6,FALSE,0.965330758630161
2,1,3,1,3,2,3,1,2,3,3,1,3,1,3,1,3,2,1,1,2,1,2,1,2,1,1,1,1.82142857142857,5,1,10,4,4,3,3,3,3.4,1,1,1,1,1,2,1.16666666666667,3,"not-religious-spiritual",4,8,"Eigen filosifie",75,"Vrouw",8,"big cities",8,FALSE,0.203691731764394
1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,0,1,30,5,3,1,2,5,3.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",20,"Man",6,"other",6,FALSE,2.16291321246341
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,0,1,17,3,3,2,1,1,2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",75,"Man",6,"other",7,FALSE,0.470832715989124
1,1,1,2,1,2,2,1,1,2,4,2,3,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1.64285714285714,0,1,11,5,5,3,3,3,3.8,1,1,1,1,1,1,1,0,"religious-not-spiritual",81,2,"",74,"Vrouw",6,"other",8,FALSE,0.41311350278155
1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,0,1,37,2,1,2,2,2,1.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",14,2,"",58,"Man",8,"other",6,FALSE,1.51704331293607
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,20,4,3,1,2,3,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",76,"Man",5,"other",7,FALSE,0.36422758216296
5,3,4,4,2,2,4,4,3,4,4,3,3,5,3,1,3,5,5,2,1,1,2,4,2,3,3,4,3.17857142857143,90,3,75,5,4,5,5,5,4.8,1,1,1,1,1,1,1,90,"not-religious-spiritual",30,2,"",56,"Man",5,"other",8,FALSE,0.775287050812999
1,3,1,3,2,1,3,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1.46428571428571,0,1,38,4,5,5,4,5,4.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",70,"Man",3,"other",8,FALSE,0.814333228706943
